abd-A,2mit
abd-A,Ac78C
abd-A,Act88F
abd-A,Adgf-A
abd-A,AdoR
abd-A,Alk
abd-A,alpha-Est9
abd-A,alph
abd-A,AlstR
abd-A,Antp
abd-A,ap
abd-A,AR-2
abd-A,ASPP
abd-A,ato
abd-A,bab1
abd-A,beat-IIb
abd-A,beat-IIIb
abd-A,beat-Va
abd-A,beat-Vb
abd-A,beat-VII
abd-A,betaTub60D
abd-A,bgm
abd-A,B-H2
abd-A,blot
abd-A,boi
abd-A,bol
abd-A,bond
abd-A,bowl
abd-A,bru-2
abd-A,bsh
abd-A,Ca-alpha1T
abd-A,CanA1
abd-A,can
abd-A,capu
abd-A,cas
abd-A,Cbp53E
abd-A,CCHa1
abd-A,CCHa1r
abd-A,Ccn
abd-A,Cda9
abd-A,CG10019
abd-A,CG10211
abd-A,CG10249
abd-A,CG10384
abd-A,CG10479
abd-A,CG10512
abd-A,CG10814
abd-A,CG10947
abd-A,CG10962
abd-A,CG1103
abd-A,CG11073
abd-A,CG11085
abd-A,CG11191
abd-A,CG11221
abd-A,CG11294
abd-A,CG11317
abd-A,CG11319
abd-A,CG1136
abd-A,CG11426
abd-A,CG11498
abd-A,CG11537
abd-A,CG12009
abd-A,CG12075
abd-A,CG12355
abd-A,CG12496
abd-A,CG12541
abd-A,CG12605
abd-A,CG1275
abd-A,CG12768
abd-A,CG12814
abd-A,CG12910
abd-A,CG13003
abd-A,CG13101
abd-A,CG13117
abd-A,CG13253
abd-A,CG13287
abd-A,CG13300
abd-A,CG13325
abd-A,CG13482
abd-A,CG13559
abd-A,CG1358
abd-A,CG13636
abd-A,CG13739
abd-A,CG13743
abd-A,CG13744
abd-A,CG13802
abd-A,CG13810
abd-A,CG13857
abd-A,CG13907
abd-A,CG13936
abd-A,CG13966
abd-A,CG14010
abd-A,CG1402
abd-A,CG14075
abd-A,CG14247
abd-A,CG14253
abd-A,CG14300
abd-A,CG14431
abd-A,CG14509
abd-A,CG14654
abd-A,CG14669
abd-A,CG14853
abd-A,CG14989
abd-A,CG15115
abd-A,CG15236
abd-A,CG15311
abd-A,CG15414
abd-A,CG1545
abd-A,CG15465
abd-A,CG15478
abd-A,CG15537
abd-A,CG15550
abd-A,CG15658
abd-A,CG15725
abd-A,CG15822
abd-A,CG16778
abd-A,CG16779
abd-A,CG16854
abd-A,CG16879
abd-A,CG1695
abd-A,CG17150
abd-A,CG17193
abd-A,CG17230
abd-A,CG17386
abd-A,CG18507
abd-A,CG2121
abd-A,CG2816
abd-A,CG30127
abd-A,CG31048
abd-A,CG31145
abd-A,CG31176
abd-A,CG31195
abd-A,CG31324
abd-A,CG31431
abd-A,CG31451
abd-A,CG31530
abd-A,CG31646
abd-A,CG3168
abd-A,CG31714
abd-A,CG31760
abd-A,CG31781
abd-A,CG31808
abd-A,CG31959
